,0,1,2,3,4,5,6,7
0,image,x0 (microns),y0 (microns),zp (microns),wl (microns),N (count),B (count),R^2
1,0,0.003732728991581228,-0.039995481007364886,-0.2431101918350157,0.6998200456122502,31341.502384449188,67.92544577757,0.2980403472955334
2,0,-0.0473987761929788,-0.3072837248883381,0.5128808888499189,0.6995227253060097,31587.365367087223,21.678137386425895,0.5288175377593997
3,0,-0.03646845071772333,-0.2465073988399863,0.5032784879274872,0.6999576114860799,24485.716131646608,25.091150725149618,0.5991952301536281
4,0,0.054183881736784706,-0.26618646851518346,0.4494341399481957,0.7,19283.544620845638,21.52243407462589,0.5726515385484399
5,0,-0.0028007989724879922,-0.06394380636478614,0.48450671097524345,0.6999863973695226,23864.370066282914,26.74045791071223,0.6283479001542859
6,0,0.06831261184473508,-0.07079703767097545,0.4724930169510304,0.6999999946478694,19405.80842193777,24.703079568232184,0.6408581339818409
7,0,-0.02181676776251381,-0.2605040291986438,0.5081689360316086,0.7,18506.227603135267,22.580213708044916,0.5807452894632041
8,0,0.10252008905666798,-0.2287746235421726,0.5022759602379878,0.699995277806853,18217.797383302386,23.23467358308467,0.6527137010648327
9,0,0.001837916447335474,0.0006639447394717795,0.7266656270619605,0.6831863238858791,0.0,63.63631964540807,-8.09610603003108e-08
10,0,-0.053310944355303314,0.11738838956124575,0.49873470816386667,0.6999996130165091,18472.502560165878,25.571004131202372,0.5985734275700076
11,0,0.16828918162940915,-0.22264381631701263,0.4580607490695384,0.7,13424.732010193718,25.682543662608992,0.5179963056126841
12,0,-0.22606154530148093,-0.36986394231367675,-0.6654116330511173,0.7,8521.258511553451,32.1614590209703,0.20901601743418774
13,0,0.030166088748608322,-0.31480585925197413,0.45049280558100796,0.6988118142731607,10982.393933998428,15.679103335270366,0.5040090017360065
14,0,0.03024808305703753,-0.2240656545147179,0.4903426586013292,0.6999999322988298,13799.193142132175,21.9216068098805,0.5891986142386233
15,0,-0.05238529865314483,-0.26460526920196004,0.5004642888932707,0.6999996006504497,13650.396959531026,27.320052229936998,0.373142828737666
16,0,-0.04005999391880946,-0.20825981339874255,0.49802504599401,0.7,13639.649395702501,27.49727797230223,0.43856534549633097
17,0,-0.1392319907632918,-0.20314685776883268,0.4840350385346849,0.6999999629061866,11388.718288971831,16.221770261459987,0.4939719298977091
18,0,0.17169579229541565,-0.08538759130331702,0.40556028469307953,0.6728189289636568,7555.98138730448,13.436380199599345,0.440871189243332
19,1,0.06602438248963442,-0.17141227344442544,0.47998118281202423,0.5885426527480676,7035.286300752548,2.7866776538357687,0.6052967025978278
20,1,-0.010051974591659813,-0.18048403404715707,0.48251569292597507,0.590819747295374,6701.553285711756,3.5115597728344707,0.6349492610158045
21,1,-0.04313414348200244,-0.11988874850246453,0.48358920910489034,0.5915098035484301,6461.671740194339,2.9641349616431185,0.6127641746218918
22,1,-0.015515552105820547,-0.025190276863094142,0.49767058477047094,0.5926061789384629,6326.299739518901,2.526070064897473,0.6772616151596783
23,1,0.05805841865596296,-0.027559390752521503,0.48873962991297276,0.5926791976649621,5979.601958412224,2.1726541347899984,0.6683618076657285
24,1,-0.05535486163742098,-0.13394733558548833,0.4659954076649575,0.5904265250881455,4945.388764154559,3.531921375991976,0.623928535654037
25,1,-0.12769777373315228,-0.20278189321953993,0.4031156137190709,0.7,5834.659577308485,4.129183791409396,0.3085592515797895
26,1,0.0031611771435102907,-0.024014464046228784,0.4728336014524608,0.592996010390396,5049.511136585545,2.537160727423731,0.663020431616699
27,1,-0.01062027924974383,0.0626733673309249,-0.371450042834647,0.6250832056414917,2891.9649536953707,3.707102098135943,0.3542458680652867
28,1,0.008518709422998977,-0.1287112729538494,0.4588551389474391,0.5883373902112832,4388.733186666908,2.573620976101626,0.6379411778425205
29,1,0.5167362916465585,-0.17302037041354748,0.5868918387808013,0.5885076335192614,6331.305321232579,6.03788492574781,0.28837356618001053
30,1,-0.038508792242297224,-0.02670048521499744,0.49507687070027384,0.588161587674507,4780.277219654776,2.739201536854416,0.6458086136243658
31,1,0.044336705561500586,-0.12425112191969129,0.42592097894763375,0.587499410855022,3165.220346513655,2.503173299451578,0.5066692744244959
